Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
192.168.10.9-192.168.10.50-13803-22-6,192.168.10.9,13803,192.168.10.50,22,6,5/7/2017 8:43,1458576,35,40,2686,6718,408,0,76.74285714,105.4269591,976,0,167.95,324.0548347,6447.384298,51.42001514,19710.48649,115196.1513,969444,0,1458576,42899.29412,181117.3421,1010400,3,488984,12538.05128,36938.91149,206203,1,0,0,0,0,724,824,23.99600706,27.42400807,0,976,123.7368421,248.8413882,61922.03649,0,0,0,1,0,0,0,0,1,125.3866667,76.74285714,167.95,724,0,0,0,0,0,0,35,2686,40,6718,8192,245,33,20,0,0,0,0,0,0,0,0,ATTACK
192.168.10.9-192.168.10.50-13803-22-6,192.168.10.9,13803,192.168.10.50,22,6,5/7/2017 8:43,171,1,1,6,6,6,6,6,0,6,6,6,0,70175.4386,11695.90643,171,0,171,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,5847.953216,5847.953216,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,250,245,0,20,0,0,0,0,0,0,0,0,ATTACK
173.194.206.108-192.168.10.9-465-13795-6,192.168.10.9,13795,173.194.206.108,465,6,5/7/2017 8:43,4024651,19,26,1370,4702,378,0,72.10526316,86.4650827,1430,0,180.8461538,394.0038266,1508.702245,11.18109371,91469.34091,222608.7549,1071787,1,3974986,220832.5556,345846.1108,1112954,8450,3975431,159017.24,289807.0361,1071787,1,0,0,0,0,416,532,4.720906235,6.46018748,0,1430,132,304.1624566,92514.8,0,0,0,1,0,0,0,0,1,134.9333333,72.10526316,180.8461538,416,0,0,0,0,0,0,19,1370,26,4702,8192,176,16,20,0,0,0,0,0,0,0,0,ATTACK
173.194.206.108-192.168.10.9-465-13795-6,192.168.10.9,13795,173.194.206.108,465,6,5/7/2017 8:43,384,3,0,49,0,37,6,16.33333333,17.89785834,0,0,0,0,127604.1667,7812.5,192,246.0731599,366,18,384,192,246.0731599,366,18,0,0,0,0,0,0,0,0,0,60,0,7812.5,0,6,37,13.75,15.5,240.25,0,0,0,0,1,0,0,0,0,18.33333333,16.33333333,0,60,0,0,0,0,0,0,3,49,0,0,255,-1,2,20,0,0,0,0,0,0,0,0,ATTACK
192.168.10.3-192.168.10.12-88-49904-6,192.168.10.12,49904,192.168.10.3,88,6,5/7/2017 8:43,1111,9,6,3130,3124,1565,0,347.7777778,690.1001336,1562,0,520.6666667,806.6133316,5629162.916,13501.35014,79.35714286,219.1969986,838,1,1111,138.875,316.7479564,919,1,1025,205,357.491958,838,4,0,0,0,0,304,208,8100.810081,5400.540054,0,1565,390.875,699.2188856,488907.05,0,0,0,1,0,0,0,0,0,416.9333333,347.7777778,520.6666667,304,0,0,0,0,0,0,9,3130,6,3124,29200,2081,2,32,0,0,0,0,0,0,0,0,ATTACK
192.168.10.3-192.168.10.12-88-49906-6,192.168.10.12,49906,192.168.10.3,88,6,5/7/2017 8:44,1108,9,6,3130,3124,1565,0,347.7777778,690.1001336,1562,0,520.6666667,806.6133316,5644404.332,13537.90614,79.14285714,210.628677,807,2,1108,138.5,299.0160053,875,3,1028,205.6,342.7029326,807,2,0,0,0,0,304,208,8122.743682,5415.162455,0,1565,390.875,699.2188856,488907.05,0,0,0,1,0,0,0,0,0,416.9333333,347.7777778,520.6666667,304,0,0,0,0,0,0,9,3130,6,3124,29200,2081,2,32,0,0,0,0,0,0,0,0,ATTACK
134.170.51.247-192.168.10.14-443-49473-6,192.168.10.14,49473,134.170.51.247,443,6,5/7/2017 8:44,216810,8,7,1771,4635,853,0,221.375,310.8687998,1460,0,662.1428571,644.2596341,29546.60763,69.18500069,15486.42857,23134.7818,52727,3,216810,30972.85714,26427.45326,54284,3,164197,27366.16667,29470.49964,59768,49,0,0,0,0,172,152,36.89866704,32.28633366,0,1460,400.375,520.4602931,270878.9167,0,0,0,1,0,0,0,0,0,427.0666667,221.375,662.1428571,172,0,0,0,0,0,0,8,1771,7,4635,8192,256,7,20,0,0,0,0,0,0,0,0,ATTACK
134.170.51.247-192.168.10.14-443-49474-6,192.168.10.14,49474,134.170.51.247,443,6,5/7/2017 8:44,297216,9,8,1489,5819,581,0,165.4444444,228.0033504,1460,0,727.375,666.3268047,24588.17829,57.19745909,18576,25715.16446,66778,3,297216,37152,39871.28991,116240,3,234313,33473.28571,31585.51007,66778,48,0,0,0,0,192,172,30.28100775,26.91645134,0,1460,406,544.2597779,296218.7059,0,0,0,1,0,0,0,0,0,429.8823529,165.4444444,727.375,192,0,0,0,0,0,0,9,1489,8,5819,8192,251,8,20,0,0,0,0,0,0,0,0,ATTACK
192.168.10.12-192.168.10.50-40372-35215-6,192.168.10.12,40372,192.168.10.50,35215,6,5/7/2017 8:44,35831,15,6,20514,0,2896,0,1367.6,1152.338232,0,0,0,0,572521.0014,586.0846753,1791.55,7629.315003,34185,1,35831,2559.357143,9108.047867,34185,1,34414,6882.8,15385.37758,34405,1,0,0,0,0,496,208,418.6319109,167.4527644,0,2896,932.4545455,1144.696705,1310330.545,0,0,0,1,0,0,0,0,0,976.8571429,1367.6,0,496,0,0,0,0,0,0,15,20514,6,0,29200,362,10,32,0,0,0,0,0,0,0,0,ATTACK
192.168.10.12-192.168.10.50-40372-35215-6,192.168.10.50,35215,192.168.10.12,40372,6,5/7/2017 8:44,4,3,0,0,0,0,0,0,0,0,0,0,0,0,750000,2,1.414213562,3,1,4,2,1.414213562,3,1,0,0,0,0,0,0,0,0,0,96,0,750000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,96,0,0,0,0,0,0,3,0,0,0,395,-1,0,32,0,0,0,0,0,0,0,0,ATTACK
192.168.10.12-192.168.10.50-40372-35215-6,192.168.10.50,35215,192.168.10.12,40372,6,5/7/2017 8:44,81,1,1,0,0,0,0,0,0,0,0,0,0,0,24691.35802,81,0,81,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,12345.67901,12345.67901,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,395,229,0,32,0,0,0,0,0,0,0,0,ATTACK
192.168.10.12-192.168.10.50-45392-21-6,192.168.10.12,45392,192.168.10.50,21,6,5/7/2017 8:44,194415,20,24,176,426,43,0,8.8,12.68069399,52,0,17.75,16.49044519,3096.468894,226.3199856,4521.27907,15057.22904,81748,1,194366,10229.78947,29079.89344,122249,3,194283,8447.086957,20084.22889,81748,1,0,0,0,0,656,784,102.8727207,123.4472649,0,52,13.37777778,15.3493987,235.6040404,0,0,0,1,0,0,0,0,1,13.68181818,8.8,17.75,656,0,0,0,0,0,0,20,176,24,426,29200,227,12,32,0,0,0,0,0,0,0,0,ATTACK
192.168.10.12-192.168.10.50-45392-21-6,192.168.10.50,21,192.168.10.12,45392,6,5/7/2017 8:44,1,2,0,14,0,14,0,7,9.899494937,0,0,0,0,1.40E+07,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,64,0,2000000,0,0,14,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,14,7,0,64,0,0,0,0,0,0,2,14,0,0,227,-1,0,32,0,0,0,0,0,0,0,0,ATTACK
192.168.10.12-192.168.10.50-45392-21-6,192.168.10.12,45392,192.168.10.50,21,6,5/7/2017 8:44,3,2,0,0,0,0,0,0,0,0,0,0,0,0,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,64,0,666666.6667,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,229,-1,0,32,0,0,0,0,0,0,0,0,ATTACK
192.168.10.12-192.168.10.50-50454-22-6,192.168.10.12,50454,192.168.10.50,22,6,5/7/2017 8:44,2941634,47,46,2664,6954,456,0,56.68085106,104.7674664,976,0,151.173913,307.3801341,3269.611379,31.61508196,31974.28261,175352.7853,1381194,1,2941634,63948.56522,249256.0745,1381194,1,1981577,44035.04444,211390.3154,1402940,1,0,0,0,0,1520,1488,15.97751454,15.63756742,0,976,102.3191489,231.2838508,53492.21963,0,0,0,1,0,0,0,0,0,103.4193548,56.68085106,151.173913,1520,0,0,0,0,0,0,47,2664,46,6954,29200,243,24,32,0,0,0,0,0,0,0,0,ATTACK
192.168.10.12-192.168.10.50-50454-22-6,192.168.10.12,50454,192.168.10.50,22,6,5/7/2017 8:44,151,1,1,0,0,0,0,0,0,0,0,0,0,0,13245.03311,151,0,151,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,6622.516556,6622.516556,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,290,243,0,32,0,0,0,0,0,0,0,0,ATTACK
192.168.10.12-192.168.10.50-50458-22-6,192.168.10.12,50458,192.168.10.50,22,6,5/7/2017 8:44,281683,35,34,2488,6562,456,0,71.08571429,118.2145038,976,0,193,346.1553338,32128.31445,244.9562096,4142.397059,13527.23447,91743,0,281683,8284.794118,30375.29809,176271,1,278796,8448.363636,19005.97108,91743,1,0,0,0,0,1136,1104,124.2531498,120.7030598,0,976,129.2857143,261.0626635,68153.71429,0,0,0,1,0,0,0,0,0,131.1594203,71.08571429,193,1136,0,0,0,0,0,0,35,2488,34,6562,29200,243,20,32,0,0,0,0,0,0,0,0,ATTACK
192.168.10.12-192.168.10.50-50458-22-6,192.168.10.12,50458,192.168.10.50,22,6,5/7/2017 8:44,50,1,1,0,0,0,0,0,0,0,0,0,0,0,40000,50,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,20000,20000,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,290,243,0,32,0,0,0,0,0,0,0,0,ATTACK
131.253.61.66-192.168.10.14-443-49475-6,192.168.10.14,49475,131.253.61.66,443,6,5/7/2017 8:44,235912,13,15,5785,16832,3441,0,445,986.2071283,2920,2,1122.133333,912.2924709,95870.49408,118.6883245,8737.481481,17275.63302,49854,19,235805,19650.41667,27297.17463,73814,51,190098,13578.42857,22655.5343,64375,48,0,0,0,0,272,308,55.1052935,63.58303096,0,3441,779.8965517,984.6372191,969510.4532,0,0,0,1,0,0,0,0,1,807.75,445,1122.133333,272,0,0,0,0,0,0,13,5785,15,16832,8192,64240,12,20,0,0,0,0,0,0,0,0,ATTACK
131.253.61.66-192.168.10.14-443-49475-6,192.168.10.14,49475,131.253.61.66,443,6,5/7/2017 8:44,3,2,0,91,0,85,6,45.5,55.86143571,0,0,0,0,3.03E+07,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,1,0,0,0,40,0,666666.6667,0,6,85,58.66666667,45.61067127,2080.333333,0,1,0,0,1,0,0,0,0,88,45.5,0,40,0,0,0,0,0,0,2,91,0,0,64240,-1,1,20,0,0,0,0,0,0,0,0,ATTACK
134.170.51.247-192.168.10.14-443-49477-6,192.168.10.14,49477,134.170.51.247,443,6,5/7/2017 8:44,234211,9,7,1489,5819,581,0,165.4444444,228.0033504,1957,0,831.2857143,811.84188,31202.63352,68.31446858,15614.06667,22378.20065,53094,3,234211,29276.375,25353.3964,55541,3,169276,28212.66667,28822.05108,59757,48,0,0,0,0,192,152,38.42688857,29.88758,0,1957,429.8823529,628.113533,394526.6103,0,0,0,1,0,0,0,0,0,456.75,165.4444444,831.2857143,192,0,0,0,0,0,0,9,1489,7,5819,8192,251,8,20,0,0,0,0,0,0,0,0,ATTACK
173.194.206.109-192.168.10.12-465-47222-6,192.168.10.12,47222,173.194.206.109,465,6,5/7/2017 8:44,3785483,20,24,1344,4520,362,0,67.2,84.30246297,1418,0,188.3333333,408.5082796,1549.075772,11.62335163,88034.48837,235729.7096,1270163,1,3734345,196544.4737,339635.3005,1270163,215,3735285,162403.6957,322807.0933,1320134,1,0,0,0,0,648,776,5.28334165,6.34000998,0,1418,130.3111111,307.1380961,94333.8101,0,0,0,1,0,0,0,0,1,133.2727273,67.2,188.3333333,648,0,0,0,0,0,0,20,1344,24,4520,29200,175,12,32,0,0,0,0,0,0,0,0,ATTACK
173.194.206.109-192.168.10.12-465-47222-6,192.168.10.12,47222,173.194.206.109,465,6,5/7/2017 8:44,4,2,0,37,0,37,0,18.5,26.1629509,0,0,0,0,9250000,500000,4,0,4,4,4,4,0,4,4,0,0,0,0,0,1,0,0,0,64,0,500000,0,0,37,24.66666667,21.36195996,456.3333333,0,1,0,0,1,0,0,0,0,37,18.5,0,64,0,0,0,0,0,0,2,37,0,0,307,-1,0,32,0,0,0,0,0,0,0,0,ATTACK
192.168.10.15-23.15.4.24-49440-80-6,192.168.10.15,49440,23.15.4.24,80,6,5/7/2017 8:44,15113,1,1,6,6,6,6,6,0,6,6,6,0,794.0183948,132.3363991,15113,0,15113,15113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,66.16819956,66.16819956,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,255,946,0,20,0,0,0,0,0,0,0,0,ATTACK
192.168.10.15-104.88.33.160-49448-443-6,192.168.10.15,49448,104.88.33.160,443,6,5/7/2017 8:44,23293,1,2,6,37,6,6,6,0,31,6,18.5,17.67766953,1846.048169,128.7940583,11646.5,16464.9814,23289,4,0,0,0,0,0,4,4,0,4,4,0,0,0,0,20,40,42.93135277,85.86270553,6,31,12.25,12.5,156.25,0,0,0,0,1,1,0,0,2,16.33333333,6,18.5,20,0,0,0,0,0,0,1,6,2,37,251,980,0,20,0,0,0,0,0,0,0,0,BENIGN
165.254.0.106-192.168.10.15-80-49447-6,192.168.10.15,49447,165.254.0.106,80,6,5/7/2017 8:44,23174,1,1,6,6,6,6,6,0,6,6,6,0,517.8216967,86.30361612,23174,0,23174,23174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,43.15180806,43.15180806,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,256,1114,0,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.15-23.217.36.24-49450-443-6,192.168.10.15,49450,23.217.36.24,443,6,5/7/2017 8:44,32748,1,2,6,37,6,6,6,0,31,6,18.5,17.67766953,1313.057286,91.60864786,16374,23150.67602,32744,4,0,0,0,0,0,4,4,0,4,4,0,0,0,0,20,40,30.53621595,61.0724319,6,31,12.25,12.5,156.25,0,0,0,0,1,1,0,0,2,16.33333333,6,18.5,20,0,0,0,0,0,0,1,6,2,37,256,980,0,20,0,0,0,0,0,0,0,0,BENIGN
131.253.61.82-192.168.10.15-443-49456-6,192.168.10.15,49456,131.253.61.82,443,6,5/7/2017 8:44,312696,12,14,5731,17628,3393,0,477.5833333,1008.170301,2920,0,1259.142857,962.0065454,74701.94694,83.14784967,12507.84,21125.38926,61192,3,295640,26876.36364,33384.37031,96431,51,266072,20467.07692,27096.65506,61541,3,0,0,0,0,252,292,38.37593062,44.77191905,0,3393,865.1481481,1036.555342,1074446.977,0,0,0,1,0,0,0,0,1,898.4230769,477.5833333,1259.142857,252,0,0,0,0,0,0,12,5731,14,17628,8192,256,11,20,0,0,0,0,0,0,0,0,BENIGN
131.253.61.82-192.168.10.15-443-49456-6,192.168.10.15,49456,131.253.61.82,443,6,5/7/2017 8:44,362,3,0,97,0,85,6,32.33333333,45.61067127,0,0,0,0,267955.8011,8287.292818,181,250.3158005,358,4,362,181,250.3158005,358,4,0,0,0,0,0,0,0,0,0,60,0,8287.292818,0,6,85,25.75,39.5,1560.25,0,0,0,0,1,0,0,0,0,34.33333333,32.33333333,0,60,0,0,0,0,0,0,3,97,0,0,256,-1,2,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.14-40.83.143.209-49460-443-6,192.168.10.14,49460,40.83.143.209,443,6,5/7/2017 8:42,91200947,92,79,117307,14723,8037,6,1275.076087,1703.041218,869,6,186.3670886,320.8569526,1447.682336,1.874980531,536476.1588,5124310.618,6.69E+07,1,9.12E+07,1002208.209,6989829.595,6.69E+07,4,2.42E+07,310033.5769,355519.3756,1435968,1,1,0,0,0,1840,1580,1.008761455,0.866219076,6,8037,769.2267442,1373.482597,1886454.445,0,1,0,0,1,0,0,0,0,773.7251462,1275.076087,186.3670886,1840,0,0,0,0,0,0,92,117307,79,14723,258,513,91,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.14-40.83.143.209-49461-443-6,40.83.143.209,443,192.168.10.14,49461,6,5/7/2017 8:42,91415172,78,92,14157,118657,869,6,181.5,313.0227057,19530,6,1289.75,2266.263879,1452.866052,1.859647543,540918.1775,4748236.131,6.16E+07,1,2.98E+07,386829.9091,724072.7168,5810755,1,9.14E+07,1004037.011,6452624.682,6.16E+07,16,1,0,0,0,1560,1840,0.853250049,1.006397494,6,19530,781.7719298,1760.296168,3098642.601,0,1,0,0,1,0,0,0,1,786.3705882,181.5,1289.75,1560,0,0,0,0,0,0,78,14157,92,118657,513,258,77,20,2.40E+07,0,2.40E+07,2.40E+07,5676820,0,5676820,5676820,BENIGN
192.168.10.15-64.4.54.36-49457-443-6,192.168.10.15,49457,64.4.54.36,443,6,5/7/2017 8:44,459696,9,9,2947,6537,1845,0,327.4444444,611.7364856,1460,0,726.3333333,708.4096626,20631.02572,39.156312,27040.94118,41853.141,150208,24,459696,57462,81652.00451,244882,63,395662,49457.75,52689.70665,150208,48,0,0,0,0,192,192,19.578156,19.578156,0,1845,499.1578947,666.146986,443751.807,0,0,0,1,0,0,0,0,1,526.8888889,327.4444444,726.3333333,192,0,0,0,0,0,0,9,2947,9,6537,8192,510,8,20,0,0,0,0,0,0,0,0,BENIGN
134.170.51.247-192.168.10.14-443-49478-6,192.168.10.14,49478,134.170.51.247,443,6,5/7/2017 8:44,3803148,40,58,139678,9909,23360,0,3491.95,4252.748282,2920,0,170.8448276,510.3019334,39332.4162,25.76812683,39207.71134,307498.4399,3029131,1,3803148,97516.61538,483113.6381,3029131,16,3588943,62963.91228,411245.8421,3110654,1,0,0,0,0,812,1172,10.51760279,15.25052404,0,23360,1510.979798,3168.097781,1.00E+07,0,0,0,1,0,0,0,0,1,1526.397959,3491.95,170.8448276,812,0,0,0,0,0,0,40,139678,58,9909,8192,256,39,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.15-13.78.188.147-49442-443-6,192.168.10.15,49442,13.78.188.147,443,6,5/7/2017 8:44,63762,1,1,6,6,6,6,6,0,6,6,6,0,188.1998683,31.36664471,63762,0,63762,63762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,15.68332236,15.68332236,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,257,509,0,20,0,0,0,0,0,0,0,0,BENIGN
172.217.11.46-192.168.10.12-443-42064-6,192.168.10.12,42064,172.217.11.46,443,6,5/7/2017 8:44,156635,9,7,510,4512,206,0,56.66666667,83.32616636,1418,0,644.5714286,692.8861997,32061.79973,102.1483066,10442.33333,15357.39544,37710,4,156635,19579.375,25765.07805,60990,4,91992,15332,19158.2573,41078,4,0,0,0,0,296,232,57.45842245,44.68988413,0,1418,295.4117647,523.7927857,274358.8824,0,0,0,1,0,0,0,0,0,313.875,56.66666667,644.5714286,296,0,0,0,0,0,0,9,510,7,4512,29200,340,4,32,0,0,0,0,0,0,0,0,BENIGN
172.217.11.46-192.168.10.12-443-42064-6,172.217.11.46,443,192.168.10.12,42064,6,5/7/2017 8:44,3140,2,1,38,6,38,0,19,26.87005769,6,6,6,0,14012.73885,955.4140127,1570,2121.320344,3070,70,3140,3140,0,3140,3140,0,0,0,0,0,1,0,0,0,64,20,636.9426752,318.4713376,0,38,20.5,20.35517952,414.3333333,0,1,0,0,1,0,0,0,0,27.33333333,19,6,64,0,0,0,0,0,0,2,38,1,6,349,0,0,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.14-88-49480-6,192.168.10.14,49480,192.168.10.3,88,6,5/7/2017 8:44,592,7,4,458,358,220,0,65.42857143,105.6264758,179,0,89.5,103.3456982,1378378.378,18581.08108,59.2,109.8491895,358,1,592,98.66666667,179.7405538,460,1,437,145.6666667,247.1059152,431,3,0,0,0,0,164,104,11824.32432,6756.756757,0,220,68,97.93411514,9591.090909,0,0,0,1,0,0,0,0,0,74.18181818,65.42857143,89.5,164,0,0,0,0,0,0,7,458,4,358,8192,2053,5,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.14-88-49481-6,192.168.10.14,49481,192.168.10.3,88,6,5/7/2017 8:44,791,9,4,630,2944,300,0,70,130.4223907,1472,0,736,849.8595962,4518331.226,16434.89254,65.91666667,156.3111456,550,1,791,98.875,219.5472208,626,1,670,223.3333333,379.0307815,661,4,0,0,0,0,204,104,11378.00253,5056.890013,0,1472,255.2857143,526.3339724,277027.4505,0,0,0,1,0,0,0,0,0,274.9230769,70,736,204,0,0,0,0,0,0,9,630,4,2944,8192,2053,7,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.14-88-49482-6,192.168.10.14,49482,192.168.10.3,88,6,5/7/2017 8:44,1010,7,4,2794,2830,1388,0,399.1428571,675.5233597,1415,0,707.5,816.9506309,5568316.832,10891.08911,101,238.1838692,775,1,1010,168.3333333,340.1221349,861,1,893,297.6666667,471.1022536,841,3,0,0,0,0,164,104,6930.693069,3960.39604,0,1415,468.6666667,688.9956239,474714.9697,0,0,0,1,0,0,0,0,0,511.2727273,399.1428571,707.5,164,0,0,0,0,0,0,7,2794,4,2830,8192,2053,5,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.14-88-49483-6,192.168.10.14,49483,192.168.10.3,88,6,5/7/2017 8:44,572,7,4,470,370,226,0,67.14285714,108.5532566,185,0,92.5,106.8097998,1468531.469,19230.76923,57.2,99.64804731,328,1,572,95.33333333,160.6669433,413,1,449,149.6666667,254.0341184,443,3,0,0,0,0,164,104,12237.76224,6993.006993,0,226,70,100.8644455,10173.63636,0,0,0,1,0,0,0,0,0,76.36363636,67.14285714,92.5,164,0,0,0,0,0,0,7,470,4,370,8192,2053,5,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.14-88-49483-6,192.168.10.3,88,192.168.10.14,49483,6,5/7/2017 8:44,20,1,1,6,6,6,6,6,0,6,6,6,0,600000,100000,20,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,50000,50000,6,6,6,0,0,0,0,0,0,1,0,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,2053,255,0,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.14-88-49484-6,192.168.10.14,49484,192.168.10.3,88,6,5/7/2017 8:44,774,9,4,642,2944,306,0,71.33333333,133.067652,1472,0,736,849.8595962,4633074.935,16795.86563,64.5,164.9107196,584,1,774,96.75,213.8135035,619,1,703,234.3333333,398.9502893,695,3,0,0,0,0,204,104,11627.90698,5167.958656,0,1472,256.1428571,526.4168949,277114.7473,0,0,0,1,0,0,0,0,0,275.8461538,71.33333333,736,204,0,0,0,0,0,0,9,642,4,2944,8192,2053,7,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.14-88-49487-6,192.168.10.14,49487,192.168.10.3,88,6,5/7/2017 8:44,985,9,6,3130,3042,1550,0,347.7777778,681.6006488,1515,0,507,780.7980533,6265989.848,15228.4264,70.35714286,185.7498761,712,1,985,123.125,268.4768878,785,1,860,172,304.0657824,712,4,0,0,0,0,204,144,9137.055838,6091.370558,0,1550,385.75,683.8544192,467656.8667,0,0,0,1,0,0,0,0,0,411.4666667,347.7777778,507,204,0,0,0,0,0,0,9,3130,6,3042,8192,2053,7,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.14-389-49489-6,192.168.10.14,49489,192.168.10.3,389,6,5/7/2017 8:44,391938,15,12,4106,1044,1646,0,273.7333333,561.9081606,210,0,87,89.21475622,13139.83334,68.88844664,15074.53846,66224.1983,335819,1,391938,27995.57143,89695.22731,335819,3,391847,35622.45455,117048.5316,388534,1,0,0,0,0,324,264,38.27135925,30.6170874,0,1646,183.9285714,420.5581766,176869.1799,0,0,0,1,0,0,0,0,0,190.7407407,273.7333333,87,324,0,0,0,0,0,0,15,4106,12,1044,8192,0,13,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.14-389-49489-6,192.168.10.3,389,192.168.10.14,49489,6,5/7/2017 8:44,16,1,1,6,6,6,6,6,0,6,6,6,0,750000,125000,16,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,62500,62500,6,6,6,0,0,1,0,0,0,0,0,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,0,254,0,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.14-389-49488-6,192.168.10.14,49488,192.168.10.3,389,6,5/7/2017 8:44,401719,15,12,5036,1566,1660,0,335.7333333,573.0133963,507,0,130.5,191.6224982,16434.37328,67.21116004,15450.73077,67029.5267,340255,2,401719,28694.21429,90736.68424,340255,3,401672,36515.63636,118092.1564,392545,3,0,0,0,0,324,264,37.33953336,29.87162668,0,1660,235.7857143,444.688435,197747.8042,0,0,0,1,0,0,0,0,0,244.5185185,335.7333333,130.5,324,0,0,0,0,0,0,15,5036,12,1566,8192,0,13,20,0,0,0,0,0,0,0,0,BENIGN
134.170.51.247-192.168.10.14-443-49479-6,192.168.10.14,49479,134.170.51.247,443,6,5/7/2017 8:44,4866509,37,55,138078,6506,24820,0,3731.837838,4323.523059,1460,0,118.2909091,361.068049,29710.00362,18.90472205,53478.12088,448910.0481,4286240,3,4866509,135180.8056,712230.5123,4286240,4,480767,8903.092593,18977.56836,68742,3,0,0,0,0,752,1112,7.602986042,11.30173601,0,24820,1554.666667,3249.175525,1.06E+07,0,0,0,1,0,0,0,0,1,1571.565217,3731.837838,118.2909091,752,0,0,0,0,0,0,37,138078,55,6506,8192,256,36,20,0,0,0,0,0,0,0,0,BENIGN
